name,location,trade,grade_type,attribution,url
佛山市中医院,广东省,公立医院,三甲,综合医院,
广东省第二人民医院,广东省,公立医院,三甲,综合医院,
广东省人民医院,广东省,公立医院,三甲,综合医院,
广东药科大学附属第一医院,广东省,公立医院,三甲,综合医院,
广东医科大学附属医院,广东省,公立医院,三甲,综合医院,
广州市第一人民医院,广东省,公立医院,三甲,综合医院,
广州市第一人民医院南沙医院,广东省,公立医院,三甲,综合医院,
广州市番禺区中心医院,广东省,公立医院,三甲,综合医院,
广州医科大学附属第二医院,广东省,公立医院,三甲,综合医院,
广州医科大学附属第三医院,广东省,公立医院,三甲,综合医院,
广州医科大学附属第一医院,广东省,公立医院,三甲,综合医院,
广州医科大学附属中医医院,广东省,公立医院,三甲,综合医院,
广州中医药大学第一附属医院白云医院,广东省,公立医院,三甲,综合医院,
惠州市第六人民医院,广东省,公立医院,三甲,综合医院,
惠州市第三人民医院,广东省,公立医院,三甲,综合医院,
惠州市第一人民医院,广东省,公立医院,三甲,综合医院,
惠州市中大惠亚医院,广东省,公立医院,三甲,综合医院,
惠州市中心人民医院,广东省,公立医院,三甲,综合医院,
江门市人民医院,广东省,公立医院,三甲,综合医院,
江门市五邑中医院,广东省,公立医院,三甲,综合医院,
江门市中心医院,广东省,公立医院,三甲,综合医院,
暨南大学附属第一医院,广东省,公立医院,三甲,综合医院,
南方医科大学第三附属医院,广东省,公立医院,三甲,综合医院,
南方医科大学第五附属医院,广东省,公立医院,三甲,综合医院,
南方医科大学南方医院,广东省,公立医院,三甲,综合医院,
南方医科大学顺德医院,广东省,公立医院,三甲,综合医院,
南方医科大学中西医结合医院,广东省,公立医院,三甲,综合医院,
南方医科大学珠江医院,广东省,公立医院,三甲,综合医院,
清远市人民医院,广东省,公立医院,三甲,综合医院,
汕头大学医学院第一附属医院,广东省,公立医院,三甲,综合医院,
韶关市第一人民医院,广东省,公立医院,三甲,综合医院,
深圳平乐骨伤科医院（深圳市坪山区中医院）,广东省,公立医院,三甲,综合医院,
深圳市宝安区人民医院,广东省,公立医院,三甲,综合医院,
深圳市宝安区中医院,广东省,公立医院,三甲,综合医院,
深圳市第二人民医院,广东省,公立医院,三甲,综合医院,
深圳市第九人民医院,广东省,公立医院,三甲,综合医院,
深圳市第三人民医院,广东省,公立医院,三甲,综合医院,
深圳市龙岗区人民医院,广东省,公立医院,三甲,综合医院,
深圳市龙岗中心医院,广东省,公立医院,三甲,综合医院,
深圳市龙华区中心医院,广东省,公立医院,三甲,综合医院,
深圳市罗湖区人民医院,广东省,公立医院,三甲,综合医院,
深圳市南山区人民医院,广东省,公立医院,三甲,综合医院,
深圳市人民医院,广东省,公立医院,三甲,综合医院,
深圳市中医院,广东省,公立医院,三甲,综合医院,
香港大学深圳医院,广东省,公立医院,三甲,综合医院,
云浮市人民医院,广东省,公立医院,三甲,综合医院,
云浮市中医院,广东省,公立医院,三甲,综合医院,
湛江中心人民医院,广东省,公立医院,三甲,综合医院,
中山大学附属第六医院,广东省,公立医院,三甲,综合医院,
中山大学附属第三医院,广东省,公立医院,三甲,综合医院,
中山大学附属第三医院粤东医院,广东省,公立医院,三甲,综合医院,
中山大学附属第五医院,广东省,公立医院,三甲,综合医院,
中山大学附属第一医院,广东省,公立医院,三甲,综合医院,
中山大学孙逸仙纪念医院,广东省,公立医院,三甲,综合医院,
中山市小榄人民医院,广东省,公立医院,三甲,综合医院,
珠海市人民医院,广东省,公立医院,三甲,综合医院,
潮州市中心医院,广东省,公立医院,三甲,综合医院,
东莞市第九人民医院,广东省,公立医院,三甲,综合医院,
东莞市第三人民医院,广东省,公立医院,三甲,综合医院,
东莞市厚街人民医院,广东省,公立医院,三甲,综合医院,
东华医院松山湖院区,广东省,公立医院,三甲,综合医院,
高州市人民医院,广东省,公立医院,三甲,综合医院,
广东省农垦中心医院,广东省,公立医院,三甲,综合医院,
广东医学院附属医院海东医院院区,广东省,公立医院,三甲,综合医院,
广州军区广州总医院一五七分院,广东省,公立医院,三甲,综合医院,
广州市红十字会医院,广东省,公立医院,三甲,综合医院,
广州市花都区人民医院,广东省,公立医院,三甲,综合医院,
广州市番禺中心医院,广东省,公立医院,三甲,综合医院,
广州医科大学附属第二医院番禺院区,广东省,公立医院,三甲,综合医院,
广州医科大学附属第三医院荔湾医院,广东省,公立医院,三甲,综合医院,
广州医学院荔湾医院,广东省,公立医院,三甲,综合医院,
河源市人民医院,广东省,公立医院,三甲,综合医院,
惠州市中医医院东江新城院区,广东省,公立医院,三甲,综合医院,
揭阳市人民医院,广东省,公立医院,三甲,综合医院,
揭阳市试验区人民医院,广东省,公立医院,三甲,综合医院,
吉林大学珠海医学院附属医院,广东省,公立医院,三甲,综合医院,
开平市中心医院,广东省,公立医院,三甲,综合医院,
罗定市人民医院,广东省,公立医院,三甲,综合医院,
茂名市人民医院,广东省,公立医院,三甲,综合医院,
梅州市人民医院,广东省,公立医院,三甲,综合医院,
梅州市人民医院扶大院区,广东省,公立医院,三甲,综合医院,
梅州市人民医院广梅院区,广东省,公立医院,三甲,综合医院,
梅州市人民医院泰康院区,广东省,公立医院,三甲,综合医院,
南部战区空军医院,广东省,公立医院,三甲,综合医院,
南方医科大学南方医院增城分院,广东省,公立医院,三甲,综合医院,
普宁华侨医院,广东省,公立医院,三甲,综合医院,
普宁市人民医院,广东省,公立医院,三甲,综合医院,
汕头大学医学院第二附属医院,广东省,公立医院,三甲,综合医院,
汕头市中心医院,广东省,公立医院,三甲,综合医院,
汕尾市第二人民医院,广东省,公立医院,三甲,综合医院,
深圳市第八人民医院,广东省,公立医院,三甲,综合医院,
深圳市第六人民医院,广东省,公立医院,三甲,综合医院,
武警广东省总队医院,广东省,公立医院,三甲,综合医院,
阳江市人民医院,广东省,公立医院,三甲,综合医院,
粤北人民医院,广东省,公立医院,三甲,综合医院,
肇庆市第一人民医院,广东省,公立医院,三甲,综合医院,
中国人民解放军第四二一医院,广东省,公立医院,三甲,综合医院,
中国人民解放军第一九六医院,广东省,公立医院,三甲,综合医院,
中国人民解放军第一七三医院,广东省,公立医院,三甲,综合医院,
中国人民解放军南部战区海军第一医院,广东省,公立医院,三甲,综合医院,
中国人民解放军南部战区总医院,广东省,公立医院,三甲,综合医院,
中国人民解放军一五七医院,广东省,公立医院,三甲,综合医院,
中山大学附属第六医院瘦狗岭北院区,广东省,公立医院,三甲,综合医院,
中山大学附属第一医院东院,广东省,公立医院,三甲,综合医院,
中山大学附属肿瘤医院中新知识城院区,广东省,公立医院,三甲,综合医院,
中山大学孙逸仙纪念医院南院,广东省,公立医院,三甲,综合医院,
中山市博爱医院,广东省,公立医院,三甲,综合医院,
中山市人民医院,广东省,公立医院,三甲,综合医院,
东莞市妇幼保健院,广东省,公立医院,三甲,专科医院,
东莞市中医院,广东省,公立医院,三甲,专科医院,
佛山市妇幼保健院,广东省,公立医院,三甲,专科医院,
佛山市顺德区妇幼保健院,广东省,公立医院,三甲,专科医院,
广东三九脑科医院,广东省,公立医院,三甲,专科医院,
广东省妇幼保健院,广东省,公立医院,三甲,专科医院,
广东省中医院,广东省,公立医院,三甲,专科医院,
广州市妇女儿童医疗中心,广东省,公立医院,三甲,专科医院,
广州市番禺区中医院,广东省,公立医院,三甲,专科医院,
广州医科大学附属口腔医院,广东省,公立医院,三甲,专科医院,
广州医科大学附属脑科医院,广东省,公立医院,三甲,专科医院,
广州医科大学附属肿瘤医院,广东省,公立医院,三甲,专科医院,
广州中医药大学第三附属医院,广东省,公立医院,三甲,专科医院,
广州中医药大学深圳医院,广东省,公立医院,三甲,专科医院,
江门市妇幼保健院,广东省,公立医院,三甲,专科医院,
南方医科大学皮肤病医院,广东省,公立医院,三甲,专科医院,
清远市中医院,广东省,公立医院,三甲,专科医院,
韶关市妇幼保健院,广东省,公立医院,三甲,专科医院,
深圳市宝安区妇幼保健院,广东省,公立医院,三甲,专科医院,
深圳市儿童医院,广东省,公立医院,三甲,专科医院,
深圳市妇幼保健院,广东省,公立医院,三甲,专科医院,
深圳市康宁医院,广东省,公立医院,三甲,专科医院,
深圳市眼科医院,广东省,公立医院,三甲,专科医院,
肇庆市中医院,广东省,公立医院,三甲,专科医院,
中山大学肿瘤防治中心,广东省,公立医院,三甲,专科医院,
中山大学中山眼科中心,广东省,公立医院,三甲,专科医院,
珠海市妇幼保健院,广东省,公立医院,三甲,专科医院,
佛山市南海区妇幼保健院,广东省,公立医院,三甲,专科医院,
高州市中医院,广东省,公立医院,三甲,专科医院,
广东省第二中医院,广东省,公立医院,三甲,专科医院,
广东省妇幼保健院越秀院区,广东省,公立医院,三甲,专科医院,
广东省口腔医院,广东省,公立医院,三甲,专科医院,
广东省中西医结合医院,广东省,公立医院,三甲,专科医院,
广东省中医院二沙岛分院,广东省,公立医院,三甲,专科医院,
广州市惠爱医院,广东省,公立医院,三甲,专科医院,
广州市胸科医院,广东省,公立医院,三甲,专科医院,
广州市中西医结合医院,广东省,公立医院,三甲,专科医院,
广州市中医医院,广东省,公立医院,三甲,专科医院,
广州医科大学附属妇女儿童医院,广东省,公立医院,三甲,专科医院,
广州中医药大学第一附属医院,广东省,公立医院,三甲,专科医院,
广州中医药大学顺德医院,广东省,公立医院,三甲,专科医院,
惠州市中医医院,广东省,公立医院,三甲,专科医院,
罗定市中医院,广东省,公立医院,三甲,专科医院,
茂名市中医院,广东省,公立医院,三甲,专科医院,
梅州市第二中医医院,广东省,公立医院,三甲,专科医院,
普宁市中医医院,广东省,公立医院,三甲,专科医院,
